sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,type_of_assessment,start,end,event
Male,29,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,1,66,1
Male,54,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1138,0
Male,29,African-American,0,c4,0,0,4,1.0,F,Risk of Recidivism,7,50,1
Female,59,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,903,0
Male,38,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,1,1101,0
Male,29,African-American,0,c7,0,0,4,53.0,F,Risk of Recidivism,0,133,1
Male,52,Hispanic,0,c3,0,0,20,1.0,F,Risk of Recidivism,27,104,0
Male,27,Caucasian,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,1119,0
Male,51,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,508,0
Male,35,Caucasian,0,c2,0,0,1,0.0,F,Risk of Recidivism,74,911,0
Male,26,African-American,0,c7,0,0,1,1510.0,F,Risk of Recidivism,0,963,0
Male,52,Caucasian,0,c3,0,0,4,1.0,M,Risk of Recidivism,0,788,0
Female,35,African-American,0,c2,0,0,12,55.0,M,Risk of Recidivism,0,61,0
Male,48,Other,0,c5,0,0,12,0.0,F,Risk of Recidivism,1,1112,0
Female,26,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,887,0
Female,48,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,808,0
Male,30,Hispanic,0,c4,0,0,7,1.0,M,Risk of Recidivism,37,948,0
Male,28,Other,0,c1,0,0,2,1.0,M,Risk of Recidivism,1,880,0
Male,33,African-American,0,c3,0,0,2,0.0,M,Risk of Recidivism,0,76,0
Female,34,African-American,0,c4,0,0,6,1.0,F,Risk of Recidivism,51,803,0
Male,25,Other,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,833,0
Male,24,Caucasian,0,c2,0,0,0,0.0,F,Risk of Recidivism,1,638,0
Male,55,African-American,0,c8,0,0,0,1.0,M,Risk of Recidivism,0,61,1
Male,52,African-American,0,c5,0,0,4,0.0,M,Risk of Recidivism,1,801,0
Male,24,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,14,1185,0
Male,23,Caucasian,0,c9,0,0,0,1.0,M,Risk of Recidivism,0,1103,0
Male,27,Caucasian,0,c4,1,3,6,1.0,F,Risk of Recidivism,0,811,1
Male,31,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,958,0
Male,32,Caucasian,0,c1,0,0,1,7.0,F,Risk of Recidivism,0,565,1
Male,37,Other,0,c1,0,0,1,1.0,F,Risk of Recidivism,4,1135,0
Male,25,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,66,0
Male,32,Hispanic,1,c10,1,0,20,0.0,F,Risk of Recidivism,1,1186,0
Male,35,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,1,1072,0
Male,24,Caucasian,0,c10,0,1,9,23.0,M,Risk of Recidivism,0,37,1
Male,47,Caucasian,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1108,0
Male,44,African-American,0,c3,0,0,1,0.0,M,Risk of Recidivism,0,1158,0
Male,27,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,1080,0
Male,23,Caucasian,0,c2,0,0,2,1.0,F,Risk of Recidivism,0,840,0
Female,50,Hispanic,0,c1,0,0,1,1320.0,F,Risk of Recidivism,0,1143,0
Male,42,African-American,0,c5,0,0,8,1.0,F,Risk of Recidivism,1,911,0
Male,58,African-American,0,c6,0,0,6,1.0,F,Risk of Recidivism,143,511,0
Male,26,African-American,0,c6,0,1,3,1.0,F,Risk of Recidivism,1,895,1
Female,48,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,16,1152,0
Male,21,African-American,0,c5,2,0,3,1.0,F,Risk of Recidivism,0,436,1
Male,63,Caucasian,0,c1,0,0,1,9.0,M,Risk of Recidivism,0,791,0
Male,22,African-American,0,c7,1,0,3,11.0,F,Risk of Recidivism,0,532,1
Male,50,African-American,0,c3,0,0,3,1.0,M,Risk of Recidivism,0,1153,0
Male,38,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,9,1040,0
Male,41,Caucasian,0,c6,0,0,1,7.0,F,Risk of Recidivism,0,36,0
Male,28,African-American,8,c8,0,1,16,1.0,F,Risk of Recidivism,0,436,1
Female,30,African-American,0,c3,0,0,0,0.0,M,Risk of Recidivism,1,877,0
Male,23,African-American,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,302,0
Male,40,Caucasian,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,752,0
Male,24,Hispanic,0,c8,0,0,8,0.0,F,Risk of Recidivism,0,1072,0
Male,44,Caucasian,0,c3,0,0,11,0.0,M,Risk of Recidivism,180,937,0
Female,35,African-American,0,c2,0,0,6,1.0,F,Risk of Recidivism,0,576,1
Male,42,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1150,0
Male,38,African-American,0,c7,0,0,15,1.0,F,Risk of Recidivism,0,770,1
Male,26,Hispanic,0,c6,0,0,4,1.0,F,Risk of Recidivism,0,1122,0
Female,25,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,1039,0
Male,24,Caucasian,0,c4,0,0,1,280.0,F,Risk of Recidivism,0,1050,0
Male,64,Hispanic,0,c1,0,0,1,9.0,F,Risk of Recidivism,0,962,0
Female,46,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,954,0
Male,30,African-American,0,c6,0,1,5,1.0,F,Risk of Recidivism,0,172,1
Female,22,Caucasian,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,800,0
Male,23,Caucasian,0,c4,0,0,1,1.0,M,Risk of Recidivism,9,1049,0
Male,31,Hispanic,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,1131,0
Male,31,Other,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,608,0
Male,28,African-American,0,c8,0,0,4,366.0,F,Risk of Recidivism,0,747,1
Male,25,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,892,1
Female,21,Caucasian,0,c7,0,0,0,1.0,F,Risk of Recidivism,1,879,0
Male,27,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1174,0
Male,32,Hispanic,0,c1,0,0,1,27.0,F,Risk of Recidivism,0,983,0
Female,24,Caucasian,0,c5,0,1,0,0.0,F,Risk of Recidivism,1,922,0
Male,20,African-American,1,c3,0,0,1,1.0,F,Risk of Recidivism,0,793,0
Male,27,African-American,0,c7,0,0,3,1.0,M,Risk of Recidivism,5,186,1
Male,40,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1169,0
Male,22,African-American,0,c10,0,0,11,1.0,F,Risk of Recidivism,0,30,0
Female,38,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1081,0
Male,30,African-American,0,c7,0,0,1,0.0,M,Risk of Recidivism,1,56,0
Male,27,Caucasian,0,c6,0,0,6,1.0,F,Risk of Recidivism,33,424,0
Male,43,African-American,0,c1,0,0,1,0.0,M,Risk of Recidivism,0,877,0
Female,59,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,905,0
Male,37,Caucasian,0,c1,0,0,2,2.0,M,Risk of Recidivism,0,1079,0
Male,38,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,938,0
Male,43,Hispanic,0,c1,0,0,1,44.0,M,Risk of Recidivism,0,928,0
Male,25,African-American,0,c5,0,0,4,1.0,F,Risk of Recidivism,31,63,1
Male,51,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,852,0
Male,30,Hispanic,0,c5,0,0,6,1.0,F,Risk of Recidivism,0,202,1
Male,28,African-American,0,c3,0,0,10,0.0,F,Risk of Recidivism,0,69,0
Male,26,African-American,0,c8,0,0,6,164.0,M,Risk of Recidivism,0,896,0
Female,23,Caucasian,0,c10,0,0,3,1.0,F,Risk of Recidivism,5,38,0
Female,22,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,7,1167,0
Male,31,African-American,0,c1,0,0,1,28.0,M,Risk of Recidivism,0,913,0
Male,29,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,753,0
Male,24,African-American,0,c10,0,0,4,175.0,F,Risk of Recidivism,0,370,0
Male,31,Hispanic,0,c2,0,0,0,0.0,M,Risk of Recidivism,0,552,0
Male,27,Caucasian,0,c9,0,0,5,0.0,M,Risk of Recidivism,1,951,0
Male,25,Caucasian,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,828,0
Male,38,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,785,0
Male,22,Other,0,c9,0,0,0,1.0,F,Risk of Recidivism,15,1150,0
Female,58,African-American,0,c2,0,0,4,14.0,F,Risk of Recidivism,0,130,1
Male,21,African-American,0,c3,0,1,0,1.0,F,Risk of Recidivism,0,764,0
Female,22,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,0,848,0
Male,30,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,2,1172,0
Male,22,Caucasian,0,c4,0,0,2,41.0,F,Risk of Recidivism,0,70,1
Female,31,African-American,0,c6,0,0,10,1.0,F,Risk of Recidivism,0,1083,0
Female,45,Caucasian,0,c6,0,0,1,0.0,F,Risk of Recidivism,1,813,0
Male,23,African-American,0,c7,0,0,4,330.0,F,Risk of Recidivism,0,320,0
Male,27,African-American,0,c7,0,0,13,1.0,F,Risk of Recidivism,1,32,1
Male,38,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,272,1
Male,47,African-American,0,c9,0,0,20,1.0,F,Risk of Recidivism,1,788,0
Male,22,African-American,0,c7,1,0,3,1.0,F,Risk of Recidivism,0,913,0
Male,35,African-American,0,c9,0,1,1,1159.0,M,Risk of Recidivism,79,357,1
Male,65,African-American,0,c2,0,0,2,18.0,M,Risk of Recidivism,0,511,1
Male,35,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,803,0
Female,33,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,551,0
Male,53,Caucasian,0,c1,0,0,1,10.0,M,Risk of Recidivism,0,1019,0
Male,52,Hispanic,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,878,0
Male,21,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,272,0
Male,37,African-American,0,c4,0,0,11,1.0,F,Risk of Recidivism,1,770,0
Male,30,Other,0,c9,0,0,4,1.0,M,Risk of Recidivism,0,25,1
Male,33,Caucasian,0,c5,0,0,5,32.0,F,Risk of Recidivism,0,801,0
Male,31,African-American,0,c7,0,0,2,565.0,M,Risk of Recidivism,0,1087,0
Male,54,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,789,0
Female,31,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,791,0
Female,59,Caucasian,0,c3,0,0,2,400.0,F,Risk of Recidivism,0,26,0
Male,27,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,917,0
Male,36,African-American,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,232,1
Male,22,African-American,0,c9,0,1,3,0.0,F,Risk of Recidivism,323,1093,0
Female,28,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,364,0
Male,23,African-American,0,c10,0,1,2,0.0,M,Risk of Recidivism,80,133,1
Male,27,African-American,0,c4,0,0,3,1.0,F,Risk of Recidivism,0,472,0
Male,21,Asian,0,c6,0,1,0,1.0,F,Risk of Recidivism,0,540,1
Female,32,African-American,0,c2,0,0,2,44.0,F,Risk of Recidivism,0,868,0
Male,31,African-American,0,c7,0,0,5,1.0,F,Risk of Recidivism,6,111,0
Male,36,African-American,0,c5,1,0,4,1.0,M,Risk of Recidivism,1,919,0
Male,36,African-American,0,c5,0,0,1,556.0,M,Risk of Recidivism,0,940,0
Male,53,Caucasian,0,c1,0,0,2,2.0,F,Risk of Recidivism,0,1064,0
Male,21,African-American,1,c10,0,0,2,273.0,F,Risk of Recidivism,0,808,0
Male,33,African-American,0,c8,0,0,4,557.0,F,Risk of Recidivism,0,226,1
Male,28,African-American,0,c4,0,0,2,1.0,M,Risk of Recidivism,5,1062,0
Male,24,African-American,0,c6,0,0,1,1.0,M,Risk of Recidivism,0,923,0
Male,44,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,442,0
Male,46,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1129,0
Male,37,African-American,0,c3,0,0,6,0.0,F,Risk of Recidivism,1,1104,0
Male,27,African-American,0,c8,1,0,10,0.0,F,Risk of Recidivism,0,7,1
Male,40,Caucasian,0,c2,0,0,1,1.0,F,Risk of Recidivism,1,1144,0
Male,53,Caucasian,0,c1,0,0,1,7.0,F,Risk of Recidivism,0,742,0
Male,26,African-American,0,c6,1,0,8,52.0,F,Risk of Recidivism,0,840,0
Male,28,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,789,0
Male,23,Hispanic,0,c4,0,0,0,0.0,M,Risk of Recidivism,0,781,0
Female,46,Caucasian,0,c8,0,0,2,1.0,F,Risk of Recidivism,19,148,0
Male,37,African-American,0,c1,0,0,5,28.0,F,Risk of Recidivism,0,128,1
Male,44,African-American,0,c1,0,1,1,503.0,M,Risk of Recidivism,0,1087,0
Male,45,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,1068,0
Male,22,African-American,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,69,0
Male,26,Caucasian,0,c2,0,0,1,0.0,F,Risk of Recidivism,16,213,1
Male,62,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,2,1177,0
Male,24,Hispanic,0,c10,0,0,1,6.0,F,Risk of Recidivism,0,99,0
Male,21,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1173,0
Male,25,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,341,1
Male,68,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,2,1179,0
Male,41,Caucasian,0,c2,0,0,2,47.0,M,Risk of Recidivism,0,771,0
Male,21,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,1126,0
Female,37,Hispanic,0,c3,0,0,1,1.0,F,Risk of Recidivism,1,788,0
Male,22,African-American,0,c8,0,0,0,0.0,F,Risk of Recidivism,0,871,0
Male,42,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1158,0
Male,48,African-American,0,c6,0,0,2,0.0,F,Risk of Recidivism,1,1096,0
Female,45,Caucasian,0,c1,0,0,1,106.0,F,Risk of Recidivism,0,913,0
Male,23,African-American,0,c9,0,1,6,1.0,F,Risk of Recidivism,7,21,1
Male,24,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,1,1090,0
Male,29,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,474,0
Male,24,African-American,0,c3,0,0,0,3.0,F,Risk of Recidivism,0,988,0
Male,50,African-American,0,c9,0,0,11,0.0,F,Risk of Recidivism,2,935,0
Male,23,African-American,0,c2,0,0,0,0.0,F,Risk of Recidivism,0,1123,0
Female,22,Caucasian,0,c5,0,0,0,1.0,M,Risk of Recidivism,1,1182,0
Male,36,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,6,870,0
Female,53,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,1,369,0
Male,24,Caucasian,0,c3,0,0,1,37.0,F,Risk of Recidivism,0,58,0
Female,25,African-American,0,c9,0,0,1,1599.0,M,Risk of Recidivism,0,819,0
Male,71,African-American,0,c1,0,0,8,1.0,F,Risk of Recidivism,24,1050,0
Male,39,African-American,0,c9,4,0,10,2994.0,M,Risk of Recidivism,40,238,0
Female,37,African-American,0,c5,0,0,0,0.0,F,Risk of Recidivism,37,811,0
Female,29,African-American,0,c5,0,0,3,1.0,F,Risk of Recidivism,0,962,0
Male,35,Hispanic,0,c7,0,0,5,654.0,F,Risk of Recidivism,0,1172,0
Female,23,Other,0,c10,0,0,0,1.0,M,Risk of Recidivism,0,812,0
Female,23,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,756,0
Male,27,Native American,0,c7,0,0,3,0.0,M,Risk of Recidivism,1,878,0
Female,53,African-American,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,921,0
Female,23,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,0,1022,1
Male,25,African-American,0,c6,0,0,6,1.0,F,Risk of Recidivism,5,523,0
Male,23,Other,0,c4,0,0,2,1.0,M,Risk of Recidivism,0,221,0
Male,27,African-American,0,c9,0,0,4,0.0,F,Risk of Recidivism,0,216,1
Male,26,African-American,0,c3,0,0,2,107.0,M,Risk of Recidivism,0,904,0
Male,29,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,2,763,0
Male,28,Hispanic,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1079,0
Male,31,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,922,0
Male,25,Caucasian,0,c2,0,0,0,3.0,M,Risk of Recidivism,0,1039,0
Male,47,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,767,0
Male,37,African-American,0,c2,0,0,4,1.0,F,Risk of Recidivism,0,134,0
Female,35,African-American,0,c5,0,0,4,1.0,F,Risk of Recidivism,1,951,0
Male,21,Caucasian,0,c9,2,1,2,1.0,F,Risk of Recidivism,5,42,1
Male,57,African-American,0,c6,0,0,11,1.0,F,Risk of Recidivism,139,903,0
Male,48,Caucasian,0,c7,0,0,0,1.0,F,Risk of Recidivism,10,360,0
Male,36,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,4,1122,0
Female,37,African-American,0,c7,0,0,3,1.0,F,Risk of Recidivism,27,813,0
Male,31,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,5,1186,0
Male,31,Caucasian,0,c3,0,0,2,0.0,M,Risk of Recidivism,0,1057,0
Male,32,African-American,0,c9,0,1,22,0.0,F,Risk of Recidivism,0,152,1
Female,23,Other,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,769,0
Male,63,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,890,0
Male,30,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,921,0
Male,26,Caucasian,0,c5,0,0,2,38.0,F,Risk of Recidivism,0,572,1
Male,48,Caucasian,0,c3,0,0,2,1.0,M,Risk of Recidivism,0,1044,0
Male,20,Caucasian,0,c4,0,2,0,1.0,F,Risk of Recidivism,0,751,0
Female,24,African-American,0,c5,0,0,1,0.0,M,Risk of Recidivism,0,255,1
Female,36,African-American,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,809,0
Male,83,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,1181,0
Male,28,Caucasian,0,c6,0,0,2,1.0,F,Risk of Recidivism,0,899,0
Female,33,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,805,0
Male,39,African-American,0,c3,0,0,0,0.0,F,Risk of Recidivism,0,1174,0
Male,29,Other,0,c7,0,0,3,0.0,M,Risk of Recidivism,0,833,0
Female,19,Caucasian,1,c6,1,0,1,100.0,M,Risk of Recidivism,0,139,1
Male,36,Hispanic,0,c7,0,0,11,42.0,F,Risk of Recidivism,0,916,0
Female,29,Caucasian,0,c5,0,0,1,1694.0,F,Risk of Recidivism,0,778,0
Male,35,African-American,0,c6,0,0,7,1.0,F,Risk of Recidivism,0,780,0
Male,24,African-American,0,c3,0,1,0,1.0,F,Risk of Recidivism,0,741,0
Male,26,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,773,0
Male,26,Caucasian,0,c4,0,0,8,1.0,F,Risk of Recidivism,1,955,0
Male,52,African-American,0,c6,0,0,7,185.0,M,Risk of Recidivism,0,928,0
Male,28,African-American,0,c7,0,0,14,1.0,F,Risk of Recidivism,0,295,1
Male,32,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,1120,0
Female,32,Caucasian,0,c3,0,0,1,1.0,M,Risk of Recidivism,0,269,1
Male,29,African-American,0,c10,1,0,16,1.0,F,Risk of Recidivism,16,788,0
Male,43,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1136,0
Male,47,Caucasian,0,c4,0,0,2,4.0,F,Risk of Recidivism,0,739,0
Female,23,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,1,1050,0
Male,39,Caucasian,0,c2,0,0,2,1.0,M,Risk of Recidivism,0,755,1
Male,33,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,80,0
Male,21,Other,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,20,1
Male,43,African-American,1,c8,0,0,20,0.0,F,Risk of Recidivism,1,51,0
Male,25,African-American,0,c8,1,1,3,1.0,F,Risk of Recidivism,0,369,1
Male,48,African-American,1,c10,0,0,25,1.0,F,Risk of Recidivism,5,18,0
Male,22,African-American,0,c7,0,1,1,1.0,M,Risk of Recidivism,0,28,1
Male,52,African-American,1,c8,0,0,9,1.0,M,Risk of Recidivism,38,64,1
Male,26,Caucasian,0,c4,0,0,5,1.0,F,Risk of Recidivism,34,120,0
Male,34,African-American,0,c2,0,0,4,1.0,M,Risk of Recidivism,0,1080,0
Male,56,Caucasian,0,c1,0,0,4,2.0,M,Risk of Recidivism,0,827,0
Male,29,African-American,0,c4,0,0,2,1.0,M,Risk of Recidivism,0,819,0
Male,37,African-American,0,c5,0,0,6,1.0,F,Risk of Recidivism,19,48,0
Male,43,Other,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,1061,0
Male,51,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,850,0
Male,21,African-American,0,c8,0,1,1,1.0,F,Risk of Recidivism,1,741,0
Male,26,African-American,0,c8,1,0,4,1.0,M,Risk of Recidivism,0,50,1
Male,48,Caucasian,0,c2,0,0,1,0.0,F,Risk of Recidivism,1,72,0
Male,26,Caucasian,0,c4,0,0,0,0.0,F,Risk of Recidivism,0,747,0
Male,46,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,938,0
Female,30,Hispanic,0,c2,0,0,1,3.0,M,Risk of Recidivism,0,1131,0
Male,24,African-American,0,c9,1,1,7,1.0,M,Risk of Recidivism,0,333,0
Female,21,Caucasian,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,1067,0
Male,30,African-American,0,c7,0,0,1,599.0,F,Risk of Recidivism,0,753,0
Male,36,African-American,0,c8,0,0,9,1.0,M,Risk of Recidivism,2,363,0
Male,30,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,95,1
Female,22,Caucasian,0,c6,0,0,1,23.0,F,Risk of Recidivism,0,554,0
Male,25,African-American,0,c9,0,0,0,1.0,F,Risk of Recidivism,9,67,1
Male,24,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,1,424,0
Male,39,African-American,0,c8,0,0,13,1.0,F,Risk of Recidivism,1,127,0
Male,46,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,4,75,0
Female,30,African-American,0,c3,0,0,4,5.0,F,Risk of Recidivism,0,8,0
Male,40,Caucasian,0,c2,0,0,0,0.0,F,Risk of Recidivism,22,1087,0
Female,52,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,805,0
Male,23,African-American,1,c9,0,1,3,1.0,F,Risk of Recidivism,33,985,0
Female,26,African-American,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,935,0
Male,42,Caucasian,0,c4,0,0,3,0.0,F,Risk of Recidivism,1,1030,0
Male,28,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,1,808,0
Female,37,Caucasian,0,c4,0,0,4,154.0,M,Risk of Recidivism,0,1130,0
Male,50,Caucasian,0,c1,0,0,1,847.0,F,Risk of Recidivism,0,746,1
Male,32,African-American,0,c7,0,0,1,1.0,F,Risk of Recidivism,0,762,0
Male,51,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,793,0
Male,32,African-American,0,c5,0,0,4,0.0,F,Risk of Recidivism,108,892,0
Female,29,African-American,0,c5,0,0,1,146.0,F,Risk of Recidivism,0,7,0
Male,43,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,923,0
Male,26,African-American,0,c7,0,0,9,1.0,F,Risk of Recidivism,10,90,0
Male,27,Hispanic,0,c1,0,0,1,1123.0,M,Risk of Recidivism,0,760,0
Female,57,Hispanic,0,c2,0,0,1,8.0,M,Risk of Recidivism,0,1054,0
Male,32,African-American,0,c1,0,0,3,1.0,F,Risk of Recidivism,2,203,1
Female,42,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,864,0
Male,26,Caucasian,0,c4,0,0,4,52.0,M,Risk of Recidivism,0,781,1
Female,28,Caucasian,0,c4,0,1,3,1.0,M,Risk of Recidivism,44,792,0
Female,53,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,844,0
Male,24,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1084,0
Male,28,Hispanic,0,c2,0,0,1,9.0,F,Risk of Recidivism,0,1151,0
Male,28,Hispanic,0,c5,0,0,1,1.0,F,Risk of Recidivism,1,54,0
Male,25,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,847,0
Male,52,Caucasian,0,c5,0,0,1,4696.0,F,Risk of Recidivism,0,953,0
Male,28,African-American,0,c2,0,0,4,1.0,M,Risk of Recidivism,0,20,1
Male,21,African-American,0,c9,0,0,2,1.0,F,Risk of Recidivism,0,49,1
Male,32,African-American,0,c10,0,0,19,1.0,F,Risk of Recidivism,14,140,1
Male,63,African-American,0,c9,0,0,3,2302.0,M,Risk of Recidivism,219,1116,0
Male,29,Caucasian,0,c3,0,0,2,1.0,F,Risk of Recidivism,2,1165,0
Male,46,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,923,0
Male,23,African-American,0,c10,0,0,5,45.0,F,Risk of Recidivism,0,63,1
Male,27,African-American,0,c2,0,0,1,3.0,F,Risk of Recidivism,0,590,0
Female,69,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,774,0
Male,47,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,732,0
Male,45,Hispanic,0,c3,0,0,1,1.0,F,Risk of Recidivism,127,1052,0
Female,33,Caucasian,0,c1,0,0,1,0.0,M,Risk of Recidivism,0,798,0
Male,32,African-American,0,c9,0,0,14,1.0,F,Risk of Recidivism,1,413,0
Male,24,African-American,0,c7,0,0,2,1.0,F,Risk of Recidivism,0,317,0
Male,47,Hispanic,0,c4,0,0,0,4.0,M,Risk of Recidivism,0,907,0
Male,25,Caucasian,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,257,0
Male,21,African-American,0,c8,0,0,1,1.0,F,Risk of Recidivism,108,860,0
Male,22,African-American,1,c7,1,0,6,1.0,F,Risk of Recidivism,1,103,1
Female,26,Caucasian,0,c6,0,0,0,1.0,F,Risk of Recidivism,0,1170,0
Male,20,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,752,0
Male,33,African-American,0,c7,0,0,7,1.0,F,Risk of Recidivism,79,194,1
Male,35,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,787,0
Male,41,Caucasian,0,c1,0,0,5,1.0,F,Risk of Recidivism,0,857,0
Male,23,Caucasian,0,c3,0,0,0,0.0,M,Risk of Recidivism,2,1171,0
Male,54,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,1133,0
Male,22,Caucasian,0,c3,0,0,0,5.0,M,Risk of Recidivism,0,97,0
Male,30,Hispanic,0,c1,0,0,1,9.0,M,Risk of Recidivism,0,836,0
